timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-11-17 13:06:00-05:00,90477.96,90477.96,90477.96,90477.96,4e-05,1731866819999,3.6191184,1,0.0,0.0,0
2024-11-17 13:07:00-05:00,90477.96,90477.96,90477.96,90477.96,0.0,1731866879999,0.0,0,0.0,0.0,0
2024-11-17 13:08:00-05:00,90477.96,90477.96,90477.96,90477.96,0.0,1731866939999,0.0,0,0.0,0.0,0
2024-11-17 13:09:00-05:00,90392.44,90392.44,90392.42,90392.42,0.03485,1731866999999,3150.1763493,9,3e-05,2.7117726,0
2024-11-17 13:10:00-05:00,90296.55,90391.52,90263.11,90263.17,0.00738,1731867059999,666.2987597,6,3e-05,2.7117456,0
2024-11-17 13:11:00-05:00,90246.79,90246.79,90246.79,90246.79,0.00125,1731867119999,112.8084875,1,0.0,0.0,0
2024-11-17 13:12:00-05:00,90388.81,90388.81,90388.81,90388.81,5e-05,1731867179999,4.5194405,1,5e-05,4.5194405,0
2024-11-17 13:13:00-05:00,90246.48,90388.18,90246.44,90388.18,0.00287,1731867239999,259.0160198,4,6e-05,5.4232908,0
2024-11-17 13:14:00-05:00,90246.88,90246.88,90246.88,90246.88,0.00014,1731867299999,12.6345632,1,0.0,0.0,0
2024-11-17 13:15:00-05:00,90246.88,90246.88,90246.88,90246.88,0.0,1731867359999,0.0,0,0.0,0.0,0
2024-11-17 13:16:00-05:00,90247.08,90386.18,90247.08,90386.18,0.00289,1731867419999,260.8182581,4,3e-05,2.7115854,0
2024-11-17 13:17:00-05:00,90247.11,90383.73,90246.88,90246.88,0.0535,1731867479999,4828.2168023,17,4e-05,3.6153492,0
2024-11-17 13:18:00-05:00,90381.84,90381.84,90200.0,90200.0,0.08754,1731867539999,7900.1617413,10,0.00013,11.7496342,0
2024-11-17 13:19:00-05:00,90200.0,90200.0,90200.0,90200.0,0.0,1731867599999,0.0,0,0.0,0.0,0
2024-11-17 13:20:00-05:00,90200.21,90200.21,90200.21,90200.21,0.00011,1731867659999,9.9220231,1,0.0,0.0,0
2024-11-17 13:21:00-05:00,90200.05,90200.05,90200.0,90200.0,0.00256,1731867719999,230.912027,3,0.0,0.0,0
2024-11-17 13:22:00-05:00,90200.0,90200.0,90200.0,90200.0,0.0,1731867779999,0.0,0,0.0,0.0,0
2024-11-17 13:23:00-05:00,90200.0,90200.0,90080.73,90080.73,0.00102,1731867839999,91.8955678,6,0.0,0.0,0
2024-11-17 13:24:00-05:00,90088.27,90088.27,90088.26,90088.26,0.00553,1731867899999,498.1880853,2,0.0,0.0,0
2024-11-17 13:25:00-05:00,90088.6,90088.6,90080.74,90080.78,0.00232,1731867959999,208.9928441,6,0.0,0.0,0
2024-11-17 13:26:00-05:00,90080.72,90292.62,90080.72,90292.62,0.00037,1731868019999,33.3616514,2,0.00015,13.543893,0
2024-11-17 13:27:00-05:00,90288.56,90288.56,90080.72,90080.72,0.00046,1731868079999,41.4434709,4,3e-05,2.7086568,0
2024-11-17 13:28:00-05:00,90080.72,90080.72,90080.0,90080.0,0.046,1731868139999,4143.6811016,13,0.0,0.0,0
2024-11-17 13:29:00-05:00,90050.0,90050.0,90014.21,90049.99,0.00691,1731868199999,622.2252094,8,0.00635,571.8172518,0
2024-11-17 13:30:00-05:00,90014.33,90014.83,90014.33,90014.83,0.00068,1731868259999,61.2100344,2,0.0,0.0,0
2024-11-17 13:31:00-05:00,90014.2,90049.57,90009.0,90049.57,0.00581,1731868319999,522.9975029,5,0.00109,98.1540313,0
2024-11-17 13:32:00-05:00,90009.0,90074.94,89987.34,89987.68,0.30611,1731868379999,27549.8371668,26,0.00421,379.2154974,0
2024-11-17 13:33:00-05:00,90175.41,90175.41,90175.41,90175.41,0.00022,1731868439999,19.8385902,1,0.00022,19.8385902,0
2024-11-17 13:34:00-05:00,90174.51,90174.51,89896.86,89896.86,0.02317,1731868499999,2084.2509871,18,6e-05,5.4104706,0
2024-11-17 13:35:00-05:00,89987.38,89987.39,89892.79,89893.57,0.02328,1731868559999,2093.6330945,7,0.00976,878.2769245,0
2024-11-17 13:36:00-05:00,89893.57,89893.57,89893.57,89893.57,0.0,1731868619999,0.0,0,0.0,0.0,0
2024-11-17 13:37:00-05:00,90056.68,90056.68,90056.68,90056.68,0.00704,1731868679999,633.9990272,1,0.00704,633.9990272,0
2024-11-17 13:38:00-05:00,89893.87,90056.18,89893.87,90056.18,0.00485,1731868739999,435.9933955,3,5e-05,4.502809,0
2024-11-17 13:39:00-05:00,90056.18,90056.18,90056.18,90056.18,0.0,1731868799999,0.0,0,0.0,0.0,0
2024-11-17 13:40:00-05:00,90056.18,90056.18,90056.18,90056.18,0.0,1731868859999,0.0,0,0.0,0.0,0
2024-11-17 13:41:00-05:00,90054.04,90054.04,90054.04,90054.04,0.00067,1731868919999,60.3362068,1,0.00067,60.3362068,0
2024-11-17 13:42:00-05:00,90054.04,90054.04,90054.04,90054.04,0.0,1731868979999,0.0,0,0.0,0.0,0
2024-11-17 13:43:00-05:00,90054.04,90054.04,90054.04,90054.04,0.0,1731869039999,0.0,0,0.0,0.0,0
2024-11-17 13:44:00-05:00,90054.04,90054.04,90054.04,90054.04,0.0,1731869099999,0.0,0,0.0,0.0,0
2024-11-17 13:45:00-05:00,90100.0,90100.0,90100.0,90100.0,0.03329,1731869159999,2999.429,1,0.0,0.0,0
2024-11-17 13:46:00-05:00,90018.67,90018.67,90018.67,90018.67,0.01809,1731869219999,1628.4377403,1,0.0,0.0,0
2024-11-17 13:47:00-05:00,90187.32,90187.32,90018.75,90018.8,0.00441,1731869279999,397.0097889,6,0.00016,14.4299712,0
2024-11-17 13:48:00-05:00,90018.8,90018.8,90018.8,90018.8,0.0,1731869339999,0.0,0,0.0,0.0,0
2024-11-17 13:49:00-05:00,90018.8,90018.8,90018.8,90018.8,0.0,1731869399999,0.0,0,0.0,0.0,0
2024-11-17 13:50:00-05:00,90000.0,90004.57,90000.0,90004.57,0.00018,1731869459999,16.2005027,2,0.00011,9.9005027,0
2024-11-17 13:51:00-05:00,90028.23,90028.23,90000.05,90000.05,0.01167,1731869519999,1050.5863287,2,0.01014,912.8862522,0
2024-11-17 13:52:00-05:00,90000.07,90000.07,90000.07,90000.07,0.03326,1731869579999,2993.4023282,1,0.0,0.0,0
2024-11-17 13:53:00-05:00,90000.11,90095.89,90000.11,90095.89,0.00611,1731869639999,550.0069879,2,0.00111,100.0064379,0
2024-11-17 13:54:00-05:00,90000.0,90094.57,89984.83,90094.57,0.00088,1731869699999,79.2716053,3,0.00077,69.3728189,0
2024-11-17 13:55:00-05:00,90094.57,90094.57,90094.57,90094.57,0.0,1731869759999,0.0,0,0.0,0.0,0
2024-11-17 13:56:00-05:00,90094.57,90094.57,90094.57,90094.57,0.0,1731869819999,0.0,0,0.0,0.0,0
2024-11-17 13:57:00-05:00,90089.52,90089.52,90089.52,90089.52,0.00028,1731869879999,25.2250656,1,0.00028,25.2250656,0
2024-11-17 13:58:00-05:00,90089.52,90089.52,90089.52,90089.52,0.0,1731869939999,0.0,0,0.0,0.0,0
2024-11-17 13:59:00-05:00,90089.52,90089.52,90089.52,90089.52,0.0,1731869999999,0.0,0,0.0,0.0,0
2024-11-17 14:00:00-05:00,90069.66,90069.66,90060.81,90060.81,0.00637,1731870059999,573.6893952,2,0.00637,573.6893952,0
2024-11-17 14:01:00-05:00,89900.0,89900.0,89900.0,89900.0,8e-05,1731870119999,7.192,2,0.0,0.0,0
2024-11-17 14:02:00-05:00,89900.0,90052.82,89854.84,90052.82,0.02706,1731870179999,2432.3075631,12,0.00037,33.3195434,0
2024-11-17 14:03:00-05:00,90052.82,90052.82,90052.82,90052.82,0.0,1731870239999,0.0,0,0.0,0.0,0
2024-11-17 14:04:00-05:00,90052.82,90052.82,90052.82,90052.82,0.0,1731870299999,0.0,0,0.0,0.0,0
2024-11-17 14:05:00-05:00,90027.56,90027.56,90024.39,90024.39,0.00077,1731870359999,69.32008,2,0.00077,69.32008,0
2024-11-17 14:06:00-05:00,89833.12,89833.12,89833.12,89833.12,0.00025,1731870419999,22.45828,1,0.0,0.0,0
2024-11-17 14:07:00-05:00,89833.12,89833.12,89833.12,89833.12,0.0,1731870479999,0.0,0,0.0,0.0,0
2024-11-17 14:08:00-05:00,89829.39,89844.23,89829.36,89844.23,0.00849,1731870539999,762.6801549,9,0.0035,314.4315849,0
